"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""run"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""test-acc"",""sampler"",""fastladies"",""accuracy"",""dataloading time"",""end-to-end time"",""inference time"",""loss"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""time per epoch"",""used memory"",""used memory full"",""f1"",""modelpath"",""test-f1"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T01:40:09.000Z"",""1380"","""",""3"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""0.5681954026222229"",""vrgcn"","""",""0.6306923031806946"",""0.34459280129522085"",""1373.7999481754375"",""13.681196679361165"",""0.9923502293865332"",""1289.515695703216"",""[39000.33,968.59,0,0.04,0]"",""69.66696324851364"",""[3363599066,21080206666,21828632181,0]"",""[64504882.43,915.48,6643531.14,89898876.98,1002.17,0,4147.93,425205.95,0,0]"",""64.4753357780166"",""3949.0859375"",""[4140916736,25178382336,197189632,2838528,0,6682636288,0,4121489408,4127933440,0]"",""0.6306923031806946"",""2024-05-03-03-40-10-gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.5681954026222229"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T01:27:21.000Z"",""760"","""",""3"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""0.55424565076828"",""vrgcn"","""",""0.6199536919593811"",""0.2246480779722333"",""755.9547968246043"",""8.605101875960827"",""1.0545142319764984"",""691.5913916928694"",""[21869.76,235.09,0,0.04,0]"",""54.99413152784109"",""[3354405188,21059160581,21814485010,0]"",""[64466020.38,915.48,6642556.81,89894538.85,1001.94,0,4142.09,424984.15,0,0]"",""34.57910966458731"",""3423.43359375"",""[3589730304,24679026688,197480448,2838528,0,6203658240,0,3570229248,3576624128,0]"",""0.6199536919593811"",""2024-05-03-03-27-21-gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.55424565076828"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T01:20:29.000Z"",""405"","""",""3"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""0.5627224445343018"",""vrgcn"","""",""0.6209268569946289"",""0.37514099944382906"",""401.2485931785777"",""8.197733248583972"",""1.130274832918403"",""351.19903585966676"",""[11378.19,128.94,0,0.05,0]"",""40.95180167630315"",""[3348597430,21045516008,21806141342,0]"",""[64444236.53,915.48,6642315.57,89892140.63,1001.83,0,4137.57,424875.58,0,0]"",""17.55944967949763"",""2674.23046875"",""[2804133888,23851966464,196812800,2838528,0,5457596416,0,2785210368,2791625728,0]"",""0.6209268569946289"",""2024-05-03-03-20-29-gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.5627224445343018"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T00:56:09.000Z"",""1452"","""",""2"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""0.5432997941970825"",""vrgcn"","""",""0.6170676946640015"",""0.2500227987766266"",""1448.0242018662393"",""12.064073699526489"",""0.976483116658886"",""1361.4012559363618"",""[40274.97,1309.98,0,0.05,0]"",""73.77934691961855"",""[3344770614,21036265556,21801271548,0]"",""[64432923.1,915.48,6642181.01,89890439.72,1001.75,0,4132.23,424814.32,0,0]"",""68.069622457074"",""4089.8203125"",""[4288487424,25301344256,197525504,2838528,0,6823358464,0,4269133824,4275522560,0]"",""0.6170676946640015"",""2024-05-03-02-56-09-gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.5432997941970825"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T00:42:51.000Z"",""790"","""",""2"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""0.5294323563575745"",""vrgcn"","""",""0.6083425879478455"",""0.35125596169382334"",""783.9498257907107"",""8.208098097704351"",""1.0573110459895616"",""719.9589503426105"",""[22631.34,236.91,0,0.05,0]"",""54.899140612222254"",""[3334508212,21014067610,21786319896,0]"",""[64392816.93,915.48,6640867.61,89885329.4,1001.48,0,4125.56,424568.28,0,0]"",""35.997511960752306"",""3339.03515625"",""[3501232128,24548438016,197337088,2838528,0,6135320576,0,3481837568,3488211968,0]"",""0.6083425879478455"",""2024-05-03-02-42-52-gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.5294323563575745"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T00:35:53.000Z"",""408"","""",""2"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""0.5515914559364319"",""vrgcn"","""",""0.6166985630989075"",""0.3542907042428851"",""403.9259322099387"",""7.545045438222587"",""1.136791644471415"",""352.81377871055156"",""[11434.36,152.8,0,0.04,0]"",""42.68074907083064"",""[3328278993,21000026029,21777687486,0]"",""[64370283.99,915.48,6640624.58,89882668.73,1001.43,0,4121.03,424430.26,0,0]"",""17.64021530817263"",""2570.421875"",""[2695282688,23762251776,196513792,2838528,0,5339123712,0,2676252672,2682685440,0]"",""0.6166985630989075"",""2024-05-03-02-35-53-gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.5515914559364319"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T00:08:47.000Z"",""1618"","""",""1"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""0.5582576990127563"",""vrgcn"","""",""0.6235779523849487"",""0.21714575123041868"",""1608.9932296043262"",""12.04057266935706"",""0.9886823832319024"",""1525.84062057361"",""[43813.65,951.48,0,0.04,0]"",""70.34918926563114"",""[3324356326,20990773071,21772796389,0]"",""[64358918.17,915.48,6640466.32,89880912,1001.32,0,4116.55,424369.21,0,0]"",""76.29153190073558"",""4288.296875"",""[4496605184,25536507904,196263936,2838528,0,7051792384,0,4477206528,4483654656,0]"",""0.6235779523849487"",""2024-05-03-02-08-50-gcn-ogbn-arxiv-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.5582576990127563"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-02T23:54:11.000Z"",""868"","""",""1"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""0.5489784479141235"",""vrgcn"","""",""0.6174368262290955"",""0.36579956114292145"",""865.1131791435182"",""7.796609056182206"",""1.0449222801776414"",""800.3413300877437"",""[24500.32,273.47,0,0.04,0]"",""56.080147924833"",""[3312321257,20967102757,21756376504,0]"",""[64315339.63,915.48,6639511.02,89873787.47,1001.05,0,4109.88,424031.66,0,0]"",""40.01665357784368"",""3418.71484375"",""[3584782336,24629301248,197115904,2838528,0,6210887680,0,3565162496,3571605504,0]"",""0.6174368262290955"",""2024-05-03-01-54-11-gcn-ogbn-arxiv-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.5489784479141235"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-02T23:46:26.000Z"",""456"","""",""1"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""0.5558916330337524"",""vrgcn"","""",""0.6236115097999573"",""0.5367274265736341"",""452.304559815675"",""7.80945482943207"",""1.1307765406169248"",""397.6338612893596"",""[12709.17,165.91,0,0.04,0]"",""43.10304785147309"",""[3305278259,20951404365,21747159480,0]"",""[64290946.29,915.48,6639231.66,89870542.87,1000.91,0,4104.87,423894.91,0,0]"",""19.88127643992193"",""2715.453125"",""[2847358976,23907946496,196767744,2838528,0,5505687552,0,2827821056,2834228224,0]"",""0.6236115097999573"",""2024-05-03-01-46-27-gcn-ogbn-arxiv-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.5558916330337524"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T14:52:59.000Z"",""213"","""",""3"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""0.5564882755279541"",""vrgcn"","""",""0.6142823696136475"",""0.4010291676968336"",""209.51180155854672"",""5.069216918200254"",""1.2383464869488492"",""176.21225340478122"",""[5645.21,81.85,0,0.04,0]"",""27.28994081541896"",""[2100741514,16954126933,17979710748,0]"",""[54398276.95,841.89,5757491.26,83087734.15,846.24,0,2620.01,367253.37,0,0]"",""8.810224629146978"",""2179.94921875"",""[2285842432,23306981376,196730880,2838528,0,4907515904,0,2266357760,2271630336,0]"",""0.6142823696136475"",""2024-04-26-16-52-59-gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.5564882755279541"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T14:32:39.000Z"",""208"","""",""2"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""0.5481554865837097"",""vrgcn"","""",""0.6145508289337158"",""0.20988855697214603"",""202.885637646541"",""4.524596539326012"",""1.2352299355389027"",""170.20202081557363"",""[5461.23,74.22,0,0.03,0]"",""27.413110858760778"",""[2086818738,16920882442,17964948883,0]"",""[54366565.01,841.89,5757008.32,83080943.31,845.99,0,2584.87,367066.64,0,0]"",""8.509703721804545"",""2244.17578125"",""[2353188864,23311536128,196591616,2838528,0,4962836480,0,2333982720,2339268608,0]"",""0.6145508289337158"",""2024-04-26-16-32-39-gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.5481554865837097"""
"gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T14:12:06.000Z"",""211"","""",""1"",""gcn"",""1024"",""1000"",""ogbn-arxiv"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""0.5611176490783691"",""vrgcn"","""",""0.6150877475738525"",""0.4664627658203244"",""208.2113495618105"",""4.516153867356479"",""1.238205325737428"",""175.72561901900917"",""[5582.27,81.34,0,0.04,0]"",""26.96587843168527"",""[2072637254,16887494421,17950087338,0]"",""[54334831.62,841.89,5756524.71,83074167.56,845.75,0,2549.34,366870.74,0,0]"",""8.785865192813798"",""2169.9453125"",""[2275352576,23236001792,196435968,2838528,0,4881805312,0,2256498688,2261823488,0]"",""0.6150877475738525"",""2024-04-26-16-12-06-gcn-ogbn-arxiv-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.5611176490783691"""
