"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""run"",""sampler"",""accuracy"",""dataloading time"",""end-to-end time"",""inference time"",""loss"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""test-acc"",""time per epoch"",""used memory"",""used memory full"""
"gcn-ogbn-papers100M-labor-cpu-32-20-2-128-10-1024-[50]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T06:56:57.000Z"",""2426"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[50]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""labor"",""0.28596973419189453"",""56.822431641994626"",""2417.0532243350026"",""1072.003421016998"",""2.3556673623830005"",""1287.6918700810056"",""[54677.84,12047.73,0.02,7.09,0]"",""0.0017427410057280213"",""[427210563,1764346782,911991592,0]"",""[1463199.6,22.57,283238.33,3650309.38,67.14,0,353.98,3202.09,0,0]"",""0.12562401592731476"",""64.38459176044925"",""186974.06640625"",""[196056518656,203605786624,231211008,2854912,0,198550192128,0,196037959680,196044781568,0]"""
"gcn-ogbn-papers100M-labor-cpu-32-20-2-128-10-1024-[40]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T06:17:52.000Z"",""2339"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[40]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""labor"",""0.29186922311782837"",""58.12208302099316"",""2331.208267330003"",""1078.7507070589927"",""2.355033758436855"",""1193.8130299089971"",""[53801.42,11491.85,0.03,6.96,0]"",""0.0017453309992561117"",""[412181786,1702742394,879379288,0]"",""[1408612.96,22.57,271181.62,3561645.28,65.88,0,339.14,3090.8,0,0]"",""0.12758353352546692"",""59.69064964105055"",""186971.12890625"",""[196053438464,203535228928,231436288,2854912,0,198546509824,0,196034924544,196041665536,0]"""
"gcn-ogbn-papers100M-labor-cpu-32-20-2-128-10-1024-[30]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T05:40:27.000Z"",""2239"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[30]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""labor"",""0.29045623540878296"",""59.79979850599193"",""2231.160747575006"",""1077.6281841440068"",""2.344924672768215"",""1093.2082411599986"",""[51613.98,11043.34,0.02,7.08,0]"",""0.0029829900013282895"",""[397208334,1641406467,847299184,0]"",""[1354924.46,22.57,259683.73,3477050.11,64.5,0,326.14,2983.22,0,0]"",""0.1273549199104309"",""54.66041016659947"",""186954.86328125"",""[196036382720,203519877120,230772736,2854912,0,198530691072,0,196017831936,196024684544,0]"""
"gcn-ogbn-papers100M-labor-cpu-32-20-2-128-10-1024-[20]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T05:07:57.000Z"",""1944"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[20]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""labor"",""0.28923481702804565"",""57.27813885000069"",""1934.100173289"",""1036.1397530599934"",""2.3467969601188705"",""840.1586796530028"",""[48074.3,7084.65,0.03,7,0]"",""0.0020286180078983307"",""[382394318,1580756495,815974995,0]"",""[1303406.8,22.57,248632.09,3396125.13,63.11,0,317.03,2880.53,0,0]"",""0.12725228071212769"",""42.00793231054995"",""186958.51953125"",""[196040216576,204385857536,231768064,2854912,0,198535168000,0,196021698560,196028500992,0]"""
"gcn-ogbn-papers100M-labor-cpu-32-20-2-128-10-1024-[10]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T04:38:05.000Z"",""1786"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[10]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""labor"",""0.2876781225204468"",""58.729126781996456"",""1777.672268497001"",""1067.8274879980015"",""2.3639957718772338"",""650.6034615750104"",""[43446.13,7120.18,0.02,6.93,0.16]"",""0.0017863870016299188"",""[367639700,1524978462,787238759,0]"",""[1255433.21,22.57,241531.98,3326674.1,62.15,0,304.63,2790.35,0,0]"",""0.12745757400989532"",""32.53017118225034"",""186985.86328125"",""[196068888576,203618070528,231362560,2854912,0,198562521088,0,196050489344,196057178112,0]"""
"gcn-ogbn-papers100M-neighbor-cpu-32-20-2-128-10-1024-[50]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T04:00:18.000Z"",""2260"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[50]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""neighbor"",""0.28741466999053955"",""63.11086457199417"",""2250.795721197006"",""1092.7738816550118"",""2.359549412189448"",""1094.3823539779987"",""[55152.73,11569.48,0.02,10.28,0]"",""0.00241212900436949"",""[354221932,1469808866,759092683,0]"",""[1212063.54,22.57,234392.94,3262659.4,61.26,0,292.55,2700.69,0,0]"",""0.12576398253440857"",""54.71911597924918"",""186976.74609375"",""[196059328512,203544551424,231047168,2854912,0,198553202688,0,196040675328,196047481856,0]"""
"gcn-ogbn-papers100M-neighbor-cpu-32-20-2-128-10-1024-[40]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T03:23:24.000Z"",""2208"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[40]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""neighbor"",""0.2883407175540924"",""71.47642940700462"",""2196.4863666309975"",""1136.1196993810008"",""2.353174507870727"",""988.3793507329974"",""[54511.04,10300.28,0.02,10.55,0]"",""0.0018469810020178556"",""[340250935,1407686632,725879602,0]"",""[1156983.4,6.43,222792.96,3184508.66,54.1,0,272.76,2588.04,0,0]"",""0.12621186673641205"",""49.41896552684993"",""186967.3359375"",""[196049461248,203532832768,230531072,2854912,0,198543437824,0,196031004672,196037685248,0]"""
"gcn-ogbn-papers100M-neighbor-cpu-32-20-2-128-10-1024-[30]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T02:47:55.000Z"",""2122"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[30]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""neighbor"",""0.2915738523006439"",""63.77866719299345"",""2108.226283488999"",""1163.853066627009"",""2.349675606831946"",""880.0697525150026"",""[52900.26,9238.36,0.03,10.14,0]"",""0.002191991006839089"",""[326720694,1346612055,693097727,0]"",""[1102580.16,6.43,212475.25,3107558.12,51.25,0,258.15,2463.66,0,0]"",""0.12736892700195312"",""44.00348587240005"",""186957.375"",""[196039016448,203589853184,230580224,2854912,0,198533136384,0,196020674560,196027244544,0]"""
"gcn-ogbn-papers100M-neighbor-cpu-32-20-2-128-10-1024-[20]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T02:16:25.000Z"",""1883"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[20]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""neighbor"",""0.29018479585647583"",""62.83201047700277"",""1872.5058342179984"",""1152.0721005759988"",""2.341123945941553"",""656.8778019630045"",""[47224.9,7517.81,0.01,10.42,0.18]"",""0.0021613610006170347"",""[313010090,1286175802,661150981,0]"",""[1049780.22,6.43,203219.82,3033832.33,47.74,0,240.33,2351.26,0,0]"",""0.1277095079421997"",""32.843888407600026"",""186944.70703125"",""[196025733120,203508453376,231407616,2854912,0,198519021568,0,196007223296,196013919232,0]"""
"gcn-ogbn-papers100M-neighbor-cpu-32-20-2-128-10-1024-[10]-1000,""finished"",""-"",""jana-vatter"","""",""2023-07-01T01:47:24.000Z"",""1735"","""",""gcn"",""1024"",""1000"",""ogbn-papers100M"",""20"",""[10]"",""128"",""2"",""cpu"",""10"",""32"",""3"",""neighbor"",""0.2919570505619049"",""64.91823102999479"",""1723.1673216519994"",""1108.0581894610004"",""2.3578225518809828"",""549.673788828004"",""[43591.24,6124.42,0.05,10.55,0]"",""0.0025712019996717572"",""[299808056,1229466817,631365680,0]"",""[1002670.04,6.43,195684.85,2967808,44.77,0,226.37,2243.17,0,0]"",""0.12937510013580322"",""27.48368770934976"",""186951.625"",""[196032987136,203515232256,232296448,2854912,0,198525431808,0,196014522368,196021298176,0]"""
