"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""run"",""sampler"",""accuracy"",""dataloading time"",""end-to-end time"",""inference time"",""loss"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""test-acc"",""time per epoch"",""used memory"",""used memory full"",""f1"",""modelpath"",""test-f1"""
"gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T07:18:44.000Z"",""2786"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""3"",""vrgcn"",""0.48906418681144714"",""0.6017244961112738"",""2780.172836979851"",""3.919871849939227"",""1.0628954483704134"",""2741.5110006034374"",""[57132.62,9945.25,0,0.04,0]"",""33.60282490681857"",""[3436244772,21297559636,22006163554,0]"",""[64968040.08,918.57,6708405.73,90062713.7,1007.01,0,4198.97,428455.25,0,0]"",""0.5025321841239929"",""137.0751452246681"",""4219.64453125"",""[4424617984,25097486336,195280896,2838528,0,6947016704,0,4406394880,4412692480,0]"",""0.48906418681144714"",""2024-05-03-09-18-45-gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.5025321841239929"""
"gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T06:47:49.000Z"",""1847"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""3"",""vrgcn"",""0.5116081237792969"",""0.5002109361812472"",""1843.9644447304308"",""5.648334254510701"",""1.0958435427058826"",""1807.0330822532997"",""[38326.67,6328.08,0,0.03,0]"",""30.238524987362325"",""[3427834845,21271169075,21983390094,0]"",""[64911184.65,918.57,6698502.29,90040523.71,1006.46,0,4193.58,428060.05,0,0]"",""0.5171424746513367"",""90.35129250092432"",""3375.4921875"",""[3539460096,24183095296,194834432,2838528,0,6064078848,0,3520299008,3526760448,0]"",""0.5116081237792969"",""2024-05-03-08-47-49-gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.5171424746513367"""
"gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T06:33:16.000Z"",""865"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""3"",""vrgcn"",""0.4633381068706513"",""0.6007964201271534"",""859.6495231417939"",""2.5955277187749743"",""1.0012853240424937"",""839.614962046966"",""[18016.98,3100.02,0,0.05,0]"",""16.30031864438206"",""[3421343220,21252655504,21968299235,0]"",""[64873042.41,918.57,6692199.28,90025800.88,1006.17,0,4188.57,427765.09,0,0]"",""0.4738493263721466"",""41.98028776003048"",""2635.78125"",""[2763816960,23803592704,194871296,2838528,0,5314256896,0,2744651776,2751048704,0]"",""0.4633381068706513"",""2024-05-03-08-33-16-gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.4738493263721466"""
"gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T05:46:49.000Z"",""2779"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""2"",""vrgcn"",""0.5030925273895264"",""0.5865561421960592"",""2774.8106837794185"",""3.8499641716480255"",""1.1138484613461928"",""2735.8726845793426"",""[57181.06,9745.37,0,0.04,0]"",""33.94056247640401"",""[3417410973,21242340120,21960674273,0]"",""[64855096.92,918.57,6689107.09,90019064.99,1006,0,4186.75,427630.45,0,0]"",""0.5100613832473755"",""136.79324470194987"",""4495.234375"",""[4713594880,25450098688,194863104,2838528,0,7232147456,0,4694659072,4700918784,0]"",""0.5030925273895264"",""2024-05-03-07-46-50-gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.5100613832473755"""
"gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T05:15:48.000Z"",""1853"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""2"",""vrgcn"",""0.485882043838501"",""0.4342376561835408"",""1849.9738953234628"",""4.143061106093228"",""1.1046300638805735"",""1819.73388926778"",""[38080.96,6512.82,0,0.05,0]"",""25.13487789593637"",""[3408927044,21215966374,21938048051,0]"",""[64798218.37,918.57,6679406.72,89996918.53,1005.46,0,4181.23,427222.14,0,0]"",""0.49182090163230896"",""90.98629668373614"",""3582.421875"",""[3756441600,24408727552,194252800,2838528,0,6279712768,0,3737649152,3744116736,0]"",""0.485882043838501"",""2024-05-03-07-15-48-gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.49182090163230896"""
"gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T05:01:10.000Z"",""870"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""2"",""vrgcn"",""0.48346182703971863"",""0.5814721118658781"",""866.3922998923808"",""4.059220154769719"",""1.012326869097623"",""845.49084471073"",""[18197.88,3022.86,0,0.04,0]"",""15.734568531624973"",""[3402455077,21197451914,21923055728,0]"",""[64760328.82,918.57,6672920.91,89981990.3,1005.11,0,4175.92,426936.6,0,0]"",""0.491283118724823"",""42.274212231719865"",""2611.58984375"",""[2738450432,23744978944,194850816,2838528,0,5296472064,0,2719690752,2726146048,0]"",""0.48346182703971863"",""2024-05-03-07-01-10-gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.491283118724823"""
"gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T04:14:19.000Z"",""2802"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""5"",""cpu"",""10"",""32"",""1"",""vrgcn"",""0.47969701886177063"",""0.6163401640951633"",""2798.1594297597185"",""4.382277755066752"",""1.099511200731451"",""2759.741625312716"",""[57720.32,9630.89,0,0.04,0]"",""32.879510685801506"",""[3398346083,21187016646,21915372776,0]"",""[64742208.07,918.57,6669906.58,89975115.1,1004.89,0,4174,426802.78,0,0]"",""0.4876977503299713"",""137.98666409868747"",""4236.1171875"",""[4441890816,25134596096,194899968,2838528,0,6966767616,0,4422770688,4429174784,0]"",""0.47969701886177063"",""2024-05-03-06-14-19-gcn-flickr-vrgcn-cpu-32-20-5-256-10-1024-[10]-None-1000.pkl"",""0.4876977503299713"""
"gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T03:43:15.000Z"",""1856"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""4"",""cpu"",""10"",""32"",""1"",""vrgcn"",""0.4713607132434845"",""0.5502398442476988"",""1850.1743157412857"",""4.220224859192967"",""1.0688610103997318"",""1821.0752953458575"",""[37888.13,6659.22,0,0.04,0]"",""23.789293395355344"",""[3389671043,21160464058,21892889622,0]"",""[64684796.84,915.48,6660320.06,89952568.53,1004.28,0,4168.07,426379.49,0,0]"",""0.4797203540802002"",""91.05340978256427"",""3375.21875"",""[3539173376,24265883648,195198976,2838528,0,6058795008,0,3521155072,3527561216,0]"",""0.4713607132434845"",""2024-05-03-05-43-15-gcn-flickr-vrgcn-cpu-32-20-4-256-10-1024-[10]-None-1000.pkl"",""0.4797203540802002"""
"gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-05-03T03:28:38.000Z"",""868"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""3"",""cpu"",""10"",""32"",""1"",""vrgcn"",""0.47297418117523193"",""0.7680075448006392"",""865.2940932326019"",""2.889039929024875"",""0.9799180328845978"",""845.4900415576994"",""[18083.6,3145.86,0,0.04,0]"",""15.612821554765103"",""[3383525668,21142064803,21877935482,0]"",""[64647095.97,915.48,6653688.94,89937607.92,1003.99,0,4163.32,426115.94,0,0]"",""0.47891363501548767"",""42.27412042259239"",""2606.484375"",""[2733096960,23747592192,194740224,2838528,0,5294084096,0,2714533888,2720728064,0]"",""0.47297418117523193"",""2024-05-03-05-28-39-gcn-flickr-vrgcn-cpu-32-20-3-256-10-1024-[10]-None-1000.pkl"",""0.47891363501548767"""
"gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T16:53:52.000Z"",""261"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""vrgcn"",""0.48328253626823425"",""0.3781898310407996"",""257.6776306061074"",""2.0675731003284454"",""1.0210682831027291"",""245.97588553093377"",""[5902.06,795.27,0.01,0.03,0]"",""8.710260310210288"",""[2148448209,17066655558,18048966859,0]"",""[54549711.35,841.89,5772190.13,83154079.76,848.52,0,2723.6,368190.06,0,0]"",""0.48742884397506714"",""12.298447041166948"",""2956.671875"",""[3100295168,23371948032,195325952,2838528,0,6201294848,0,3082645504,3089051648,0]"",""0.48328253626823425"",""2024-04-26-18-53-53-gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.48742884397506714"""
"gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T16:24:49.000Z"",""265"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""2"",""vrgcn"",""0.49569737911224365"",""0.35507211554795504"",""261.4833174748346"",""1.86408450640738"",""1.053482475605878"",""249.7344807004556"",""[5939.65,832,0,0.04,0]"",""8.987551317550242"",""[2137027350,17040542232,18032254910,0]"",""[54515710.09,841.89,5766807.59,83138088.91,848.05,0,2700.81,367956.01,0,0]"",""0.4994845986366272"",""12.486337133077903"",""3061.375"",""[3210084352,23344918528,195026944,2838528,0,6392385536,0,3192762368,3199238144,0]"",""0.49569737911224365"",""2024-04-26-18-24-50-gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.4994845986366272"""
"gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000,""finished"",""-"","""","""",""2024-04-26T15:57:04.000Z"",""277"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10]"",""256"",""2"",""cpu"",""10"",""32"",""1"",""vrgcn"",""0.48996055126190186"",""0.5415401915088296"",""271.4958678074181"",""1.8438100274652245"",""1.0362018712542274"",""259.4100436847657"",""[6128.31,825.11,0,0.04,0]"",""9.12907309923321"",""[2125027854,17013857059,18015048544,0]"",""[54480802.3,841.89,5761424.88,83125685.67,847.71,0,2679.04,367710,0,0]"",""0.4938824772834778"",""12.970166707690804"",""2965.9140625"",""[3109986304,23391350784,194969600,2838528,0,6237614080,0,3092729856,3098294272,0]"",""0.48996055126190186"",""2024-04-26-17-57-04-gcn-flickr-vrgcn-cpu-32-20-2-256-10-1024-[10]-None-1000.pkl"",""0.4938824772834778"""
"gcn-flickr-cluster-cpu-32-20-5-256-3500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:12:06.000Z"",""29"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""5"",""cpu"",""3500"",""32"",""3"",""cluster"",""0.4258487522602082"",""0.17794851599990125"",""22.46292124599995"",""1.7690301989999853"",""1.6472602188587189"",""18.50834677700004"",""[574.45,21.16,0.01,0.35,0]"",""1.4808272230000057"",""[1043346,3834004,2307632,0]"",""[5083.95,0,448.78,54143.26,6.36,0,1.51,20.89,0,0]"",""0.33419978618621826"",""0.9254158542499908"",""1445.80859375"",""[1516040192,9059565568,231424000,2854912,0,4015722496,0,1497784320,1504200704,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-5-256-3500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:11:33.000Z"",""27"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""5"",""cpu"",""3500"",""32"",""2"",""cluster"",""0.4259159564971924"",""0.18781620699996893"",""22.438620963999934"",""1.632263254999998"",""1.638848215341568"",""18.539917704999993"",""[562.85,29.33,0.02,0.37,0]"",""1.5355537829999548"",""[986752,3557076,2117956,0]"",""[4507.51,0,425.26,52579.7,6.29,0,1.46,19.57,0,0]"",""0.26500245928764343"",""0.926994454450005"",""2465.734375"",""[2585509888,10129989632,230588416,2854912,0,5086187520,0,2567118848,2573558784,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-5-256-3500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:11:00.000Z"",""27"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""5"",""cpu"",""3500"",""32"",""1"",""cluster"",""0.4229019582271576"",""0.18256618499992783"",""22.27439089300003"",""1.8090761700000255"",""1.6441367268562317"",""18.324768232999983"",""[564.21,29.6,0.02,0.34,0]"",""1.4447499450000123"",""[932327,3288194,1931242,0]"",""[3943.76,0,393.96,51153.54,6.24,0,1.34,18.29,0,0]"",""0.2547394037246704"",""0.9162368756500144"",""1217.13671875"",""[1276260352,8819728384,231043072,2854912,0,3775909888,0,1257639936,1264043008,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-4-256-5000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:10:29.000Z"",""25"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""4"",""cpu"",""5000"",""32"",""3"",""cluster"",""0.4794061481952667"",""0.11357254999995804"",""19.164774175999924"",""1.4544115949998968"",""1.566086435317993"",""15.30107354400002"",""[464.47,18.23,0.01,0.33,0]"",""1.7702864499999578"",""[878078,3017034,1745387,0]"",""[3379.09,0,362.07,49503.23,6.18,0,1.27,17,0,0]"",""0.42450588941574097"",""0.7650521815999923"",""1360.546875"",""[1426636800,8969887744,230682624,2854912,0,3926093824,0,1407512576,1413828608,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-4-256-5000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:09:58.000Z"",""25"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""4"",""cpu"",""5000"",""32"",""2"",""cluster"",""0.4825546145439148"",""0.19439321200002269"",""18.811948086999905"",""1.5067326259999163"",""1.5594745874404907"",""14.968366034999915"",""[457.52,15.78,0.02,0.36,0]"",""1.636401873000068"",""[822920,2776502,1576833,0]"",""[2913.01,0,341.47,47961.45,6.14,0,1.24,15.85,0,0]"",""0.43051135540008545"",""0.7484170092500051"",""1372.484375"",""[1439154176,8983744512,230645760,2854912,0,3939971072,0,1421606912,1427835904,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-4-256-5000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:09:28.000Z"",""24"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""4"",""cpu"",""5000"",""32"",""1"",""cluster"",""0.48159104585647583"",""0.141918875999977"",""18.922109517999957"",""1.5096311489999152"",""1.5673018932342528"",""15.114137822999965"",""[460.31,19.11,0.03,0.33,0]"",""1.6117064899999605"",""[767593,2537774,1408609,0]"",""[2455.02,0,323.41,46530.45,6.1,0,1.17,14.73,0,0]"",""0.45587775111198425"",""0.7557037008000009"",""1511.68359375"",""[1585115136,9127960576,230658048,2854912,0,4084912128,0,1565974528,1572426752,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-3-256-9000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:08:57.000Z"",""25"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""3"",""cpu"",""9000"",""32"",""3"",""cluster"",""0.4299944043159485"",""0.18162917999995895"",""18.211566817999937"",""1.441092940999965"",""1.6264223787519667"",""14.292349607999997"",""[408.61,19.65,0.03,0.3,0]"",""1.6936983140000166"",""[711720,2299195,1239790,0]"",""[1993.96,0,302.11,44981.82,6.06,0,1.11,13.59,0,0]"",""0.4470488131046295"",""0.7146159541499856"",""1091.36328125"",""[1144377344,8688562176,230543360,2854912,0,3644977152,0,1125949440,1132258304,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-3-256-9000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:08:25.000Z"",""25"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""3"",""cpu"",""9000"",""32"",""2"",""cluster"",""0.4314957857131958"",""0.17852856800004702"",""18.54106650799997"",""1.485493316999964"",""1.6263701253467135"",""14.470218234000072"",""[413.91,21.11,0.02,0.3,0]"",""1.8989573390000487"",""[635234,2031075,1052158,0]"",""[1583.36,0,280.17,43418.26,6.01,0,1.06,12.47,0,0]"",""0.43866804242134094"",""0.7235081521499922"",""1101.9921875"",""[1155522560,8698769408,231219200,2854912,0,3655196672,0,1136529408,1143016448,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-3-256-9000-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-27T19:07:55.000Z"",""24"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""3"",""cpu"",""9000"",""32"",""1"",""cluster"",""0.430196076631546"",""0.1196280569999999"",""18.59918067900003"",""1.608240859000034"",""1.6305334832933214"",""14.391298376000009"",""[420.34,22.94,0.02,0.32,0]"",""1.9079534159999412"",""[558876,1760655,865619,0]"",""[1169.37,0,257.06,41889.42,5.97,0,0.97,11.36,0,0]"",""0.4026800394058227"",""0.7195630663500083"",""979.29296875"",""[1026863104,8571084800,230445056,2854912,0,3528130560,0,1008709632,1015012352,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-2-256-2500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-26T20:19:49.000Z"",""35"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""2"",""cpu"",""2500"",""32"",""3"",""cluster"",""0.48438096046447754"",""0.22498880699276924"",""31.9309354450088"",""4.075538395904005"",""1.5431091785430908"",""25.285606230958365"",""[674.01,68.45,0,0.04,0]"",""1.5017859790241346"",""[622898717,1941344919,2103859914,0]"",""[4462497.35,58.09,475081.96,14929043.23,247.55,0,906.47,27503.38,0,0]"",""0.49755749106407166"",""1.2642790662823244"",""893.57421875"",""[936980480,8062541824,196931584,2854912,0,3451109376,0,919642112,926117888,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-2-256-2500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-26T20:16:10.000Z"",""36"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""2"",""cpu"",""2500"",""32"",""2"",""cluster"",""0.4899944067001343"",""0.2596081980736926"",""30.372987078968436"",""3.2356596689205617"",""1.531803846359253"",""24.74863050307613"",""[656.83,56.04,0,0.04,0]"",""1.556789010995999"",""[622155752,1939622128,2102567367,0]"",""[4459364.65,58.09,474649.54,14925587.43,247.47,0,906.04,27481.92,0,0]"",""0.5024873614311218"",""1.2374299682152925"",""1154.4453125"",""[1210523648,8336199680,195973120,2854912,0,3724767232,0,1192693760,1198885888,0]"","""","""","""""
"gcn-flickr-cluster-cpu-32-20-2-256-2500-1024-[10, 10]-1000,""finished"",""-"","""","""",""2023-07-26T20:12:27.000Z"",""37"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[10,10]"",""256"",""2"",""cpu"",""2500"",""32"",""1"",""cluster"",""0.4831148386001587"",""0.8992308519082144"",""32.78267137508374"",""3.3865682950709015"",""1.550380031267802"",""26.146473227068785"",""[662.14,82.09,0,0.04,0.01]"",""1.6294755178969351"",""[621279392,1937862798,2101238044,0]"",""[4456149.96,58.09,474228.45,14922198.84,247.39,0,905.61,27449.67,0,0]"",""0.4973782002925873"",""1.3073218969104343"",""951.015625"",""[997212160,8122740736,195850240,2854912,0,3511308288,0,978759680,985144320,0]"","""","""","""""
"gcn-flickr-ladies-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T06:15:41.000Z"",""2764"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""3"",""ladies"",""0.4894675612449646"",""0.560239668993745"",""2752.475152291998"",""6.745355880004354"",""1.4620732231573623"",""2744.557292326994"",""[45246.7,6532.46,0,0.03,0]"",""0.06579478699131869"",""[545432579,1571465044,1185549873,0]"",""[2928755.13,9.6,423885.74,1281230.09,34.91,0,752.74,19637.77,0,0]"",""0.27414512634277344"",""137.2278632614005"",""5365.6640625"",""[5626306560,25459068928,196608000,2854912,0,8129662976,0,5608464384,5615182848,0]"","""","""","""""
"gcn-flickr-fastgcn-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T05:37:40.000Z"",""2273"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.4811760485172272"",""0.5397195660043508"",""2269.720758340991"",""7.970626486989204"",""1.4649174132130365"",""2260.560089208011"",""[39431.36,6369.56,0.01,0.03,0]"",""0.08261687899357639"",""[536023574,1546211932,1166229890,0]"",""[2883740.36,9.6,417378.64,1244670.54,34.21,0,740.99,19282.35,0,0]"",""0.18482498824596405"",""113.02800330954196"",""4925.09375"",""[5164335104,24482656256,196812800,2854912,0,7673548800,0,5146185728,5152947200,0]"","""","""","""""
"gcn-flickr-ladies-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T04:51:50.000Z"",""2743"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""2"",""ladies"",""0.4933219850063324"",""0.6602946560014971"",""2739.086734962999"",""7.72072615500656"",""1.4688552834770896"",""2729.9651758339896"",""[45106.21,6672.02,0,0.03,0]"",""0.06978068602620624"",""[527015353,1523079100,1148633414,0]"",""[2844535.01,9.6,411037.77,1217581.61,33.77,0,732.23,18942.34,0,0]"",""0.2708286643028259"",""136.49825742615212"",""5775.0546875"",""[6055583744,25626750976,196579328,2854912,0,8559624192,0,6038085632,6044911616,0]"","""","""","""""
"gcn-flickr-fastgcn-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T04:14:46.000Z"",""2217"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""2"",""fastgcn"",""0.4846719205379486"",""0.5143056449887808"",""2212.913048243994"",""8.874162819993217"",""1.4689262400973926"",""2202.8511324209976"",""[38583.43,6499.43,0.01,0.03,0]"",""0.06211082902154885"",""[517672722,1497861900,1129313315,0]"",""[2799650.97,7.19,404389.98,1181438.42,33.2,0,719.26,18589.87,0,0]"",""0.25908663868904114"",""110.14255538675062"",""5215.65234375"",""[5469007872,24575754240,195866624,2854912,0,7983198208,0,5451505664,5458104320,0]"","""","""","""""
"gcn-flickr-ladies-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T03:29:20.000Z"",""2718"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""1"",""ladies"",""0.4811312258243561"",""0.523287818999961"",""2713.7971927120234"",""6.7731208380137105"",""1.461371879686009"",""2705.875353926007"",""[45110.49,6460.85,0,0.03,0]"",""0.06382927898084745"",""[509067802,1475213695,1112098597,0]"",""[2761273.07,7.19,397918.06,1155424.17,32.8,0,710.46,18279.79,0,0]"",""0.1900237500667572"",""135.29376641739947"",""6052.91796875"",""[6346944512,25951625216,196227072,2854912,0,8851161088,0,6329069568,6335848448,0]"","""","""","""""
"gcn-flickr-fastgcn-cpu-32-20-5-256-10-1024-[56000]-1000,""finished"",""-"","""","""",""2023-07-03T02:51:17.000Z"",""2276"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[56000]"",""256"",""5"",""cpu"",""10"",""32"",""1"",""fastgcn"",""0.4681337475776672"",""0.7485574499878567"",""2271.813102785003"",""8.256395812000846"",""1.4612252468412572"",""2262.2006627530063"",""[39465.57,6267.89,0,0.03,0]"",""0.06814902999030892"",""[499788853,1450108729,1092730341,0]"",""[2716411.67,4.88,391484.3,1119898.05,32.3,0,697.25,17921.99,0,0]"",""0.1738896667957306"",""113.11003182299756"",""4763.6328125"",""[4995031040,24530059264,196096000,2854912,0,7505121280,0,4978417664,4985025536,0]"","""","""","""""
