"Name,""State"",""Notes"",""User"",""Tags"",""Created"",""Runtime"",""Sweep"",""architecture"",""batch_size"",""budget"",""dataset"",""epochs"",""fanout"",""hidden"",""layer"",""mode"",""num_parts"",""num_threads"",""run"",""sampler"",""accuracy"",""dataloading time"",""end-to-end time"",""inference time"",""loss"",""overall training time"",""process cpu times"",""sampling time"",""system cpu stats"",""system cpu times"",""test-acc"",""time per epoch"",""used memory"",""used memory full"""
"gcn-flickr-fastgcn-cpu-32-20-2-256-10-1024-[35500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:55:20.000Z"",""319"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[35500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.4974453151226044"",""0.15562376100569963"",""314.84635234500456"",""3.9127451989988913"",""1.4651690884069963"",""310.2368700559964"",""[7699.17,371.05,0,0.03,0]"",""0.04215092500089668"",""[82532638,453906667,329124591,0]"",""[1045626.63,343.32,121394.89,2278313.49,91.85,0,50.67,2458.99,0,0]"",""0.5084031820297241"",""15.511842044249716"",""4005.33984375"",""[4199903232,45807333376,242552832,2854912,0,7784677376,0,4184170496,4191971328,0]"""
"gcn-flickr-fastgcn-cpu-32-20-2-256-10-1024-[33500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:50:24.000Z"",""290"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[33500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.4959662854671478"",""0.15108345800399547"",""286.06759483600035"",""3.7300001269977656"",""1.4665586216883226"",""281.63640929599933"",""[6996.04,400.57,0,0.02,0]"",""0.04312434099847451"",""[81460273,449984229,326159244,0]"",""[1037937.84,343.32,121018.07,2265644.02,91.68,0,50.31,2436.65,0,0]"",""0.5067001581192017"",""14.081819409801028"",""3637.484375"",""[3814178816,45582237696,242257920,2854912,0,7372083200,0,3797819392,3805770752,0]"""
"gcn-flickr-fastgcn-cpu-32-20-2-256-10-1024-[31000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:45:30.000Z"",""287"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[31000]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.49547329545021057"",""0.149976027001685"",""283.5401217339968"",""3.9187072290005744"",""1.4598707990212874"",""278.91617299099744"",""[6876.76,460.9,0,0.04,0]"",""0.04218525600299472"",""[80424539,446228314,323348273,0]"",""[1030945.82,343.32,120611.7,2254065.97,91.22,0,49.84,2417.35,0,0]"",""0.5034732818603516"",""13.945807663050072"",""3986.01171875"",""[4179636224,45579120640,241627136,2854912,0,7859683328,0,4165369856,4173150208,0]"""
"gcn-flickr-fastgcn-cpu-32-20-2-256-10-1024-[27500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:41:04.000Z"",""260"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[27500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.49287378787994385"",""0.15498533799836878"",""254.35691582100117"",""3.703859653003746"",""1.4684876853769475"",""249.9550447110014"",""[6144.47,419.43,0,0.04,0]"",""0.04229035900061717"",""[79382107,442449364,320549984,0]"",""[1024081.13,343.32,120146.22,2242561.28,90.69,0,49.44,2397.83,0,0]"",""0.5058485865592957"",""12.497750798500055"",""4003.390625"",""[4197859328,45634031616,242556928,2854912,0,7849013248,0,4181323776,4189184000,0]"""
"gcn-flickr-fastgcn-cpu-32-20-2-256-10-1024-[20000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:37:51.000Z"",""187"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[20000]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""fastgcn"",""0.4928289651870727"",""0.1613976700027706"",""183.59909607200095"",""3.675970598000277"",""1.48610119657083"",""179.21074562200374"",""[4487.87,200.06,0,0.02,0]"",""0.042614398000296205"",""[78345250,438912407,317925783,0]"",""[1017949.87,343.32,119722.33,2232228.87,90.14,0,49.14,2380.16,0,0]"",""0.5081342458724976"",""8.960536227599368"",""3884.15234375"",""[4072828928,45582266368,242634752,2854912,0,7722164224,0,4056924160,4064660480,0]"""
"gcn-flickr-ladies-cpu-32-20-2-256-10-1024-[35500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:31:53.000Z"",""351"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[35500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""0.5096808671951294"",""0.16562347000581212"",""346.683186839"",""3.25363417200424"",""1.4232492501085454"",""342.7127163920013"",""[8885.59,842.03,0,0.03,0]"",""0.04088081900408724"",""[77358197,436021051,315729106,0]"",""[1013474.61,343.32,119518.47,2224472.04,89.85,0,48.87,2366.59,0,0]"",""0.509075403213501"",""17.135634665099133"",""3995.54296875"",""[4189630464,45577912320,243208192,2854912,0,7629524992,0,4172828672,4180813824,0]"""
"gcn-flickr-ladies-cpu-32-20-2-256-10-1024-[33500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:25:49.000Z"",""357"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[33500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""0.510801374912262"",""0.15526811699965035"",""353.79504941900086"",""3.679089648001536"",""1.422144984657114"",""349.40833131999534"",""[9089.19,832.13,0,0.02,0]"",""0.0423193300011917"",""[76226624,431482588,312406399,0]"",""[1004600.44,343.32,118672.19,2211399.57,89.58,0,48.51,2343.6,0,0]"",""0.511809229850769"",""17.4704156404503"",""4231.875"",""[4437442560,45560283136,242462720,2854912,0,7947804672,0,4421754880,4429552640,0]"""
"gcn-flickr-ladies-cpu-32-20-2-256-10-1024-[31000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:20:06.000Z"",""336"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[31000]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""0.5090534090995789"",""0.15081298099539708"",""329.8848785959999"",""3.593757312002708"",""1.4182273203676397"",""325.57106165200094"",""[8561.26,676.7,0,0.03,0]"",""0.04192935099854367"",""[75068208,426893113,309033324,0]"",""[995523.85,343.32,117835.35,2197885.4,89.32,0,48.02,2319.29,0,0]"",""0.5089409947395325"",""16.27855200555059"",""3923.87890625"",""[4114485248,45552005120,241684480,2854912,0,7549423616,0,4099280896,4107231232,0]"""
"gcn-flickr-ladies-cpu-32-20-2-256-10-1024-[27500]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:14:35.000Z"",""325"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[27500]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""0.5136249661445618"",""0.15087035200122045"",""321.88495709400013"",""3.669327939998766"",""1.4159326417879623"",""317.5189346019979"",""[8458.78,498.8,0,0.03,0]"",""0.04103618900262518"",""[73937227,422506061,305834710,0]"",""[986968.19,340.71,117152.89,2185426.97,89.08,0,47.41,2296.5,0,0]"",""0.5127503871917725"",""15.875945747600053"",""4086.26171875"",""[4284755968,45596381184,242270208,2854912,0,7757516800,0,4269723648,4277726208,0]"""
"gcn-flickr-ladies-cpu-32-20-2-256-10-1024-[20000]-1000,""finished"",""-"",""jana-vatter"","""",""2023-09-26T04:10:09.000Z"",""260"","""",""gcn"",""1024"",""1000"",""flickr"",""20"",""[20000]"",""256"",""2"",""cpu"",""10"",""32"",""3"",""ladies"",""0.5095912218093872"",""0.1609682740017888"",""256.1054418929998"",""3.4209265710014733"",""1.4222471415996552"",""251.97103693899408"",""[7090.86,164.63,0,0.01,0]"",""0.042795211003976874"",""[72817055,418292264,302711295,0]"",""[978524.6,340.71,116649.19,2173209.62,88.79,0,47.23,2272.8,0,0]"",""0.5123918652534485"",""12.598550642399278"",""4166.51171875"",""[4368904192,45718114304,242446336,2854912,0,7844741120,0,4352536576,4360332288,0]"""
